logY Y P PoverSqrtY A AoverSqrtY
7.65586 2113 1.3768 0.029952 0.194031 0.004221
7.65776 2117 1.5301 0.033256 0.043864 0.000953
7.65964 2121 1.5198 0.033000 -0.110060 -0.002390
7.66153 2125 1.3251 0.028746 -0.040334 -0.000875
7.66341 2129 1.0545 0.022853 0.100285 0.002173
7.66528 2133 0.8383 0.018151 0.114013 0.002469
7.66669 2136 0.7483 0.016191 -0.187042 -0.004047
7.66856 2140 0.5101 0.011028 0.027756 0.000600
7.67043 2144 0.4502 0.009722 0.075689 0.001635
7.67229 2148 0.2078 0.004484 0.108751 0.002346
7.67415 2152 -0.0678 -0.001462 -0.014568 -0.000314
7.67601 2156 -0.0520 -0.001120 -0.076844 -0.001655
7.67786 2160 -0.0652 -0.001402 -0.046763 -0.001006
7.67971 2164 -0.3054 -0.006565 0.167801 0.003607
7.68156 2168 -0.1799 -0.003863 0.241110 0.005178
7.68340 2172 -0.0655 -0.001406 0.083915 0.001801
7.68570 2177 -0.1842 -0.003948 0.029040 0.000622
7.68754 2181 -0.1558 -0.003336 -0.081576 -0.001747
7.68937 2185 -0.1399 -0.002994 -0.032960 -0.000705
7.69120 2189 -0.4818 -0.010298 0.135886 0.002904
7.69303 2193 -0.4578 -0.009775 0.291847 0.006232
7.69485 2197 -0.1707 -0.003642 0.131303 0.002801
7.69667 2201 0.0467 0.000996 -0.121999 -0.002600
7.69848 2205 -0.0224 -0.000478 0.047180 0.001005
7.70030 2209 0.1694 0.003604 0.127562 0.002714
7.70210 2213 -0.0106 -0.000226 0.099279 0.002110
7.70391 2217 -0.0664 -0.001410 0.065464 0.001390
7.70571 2221 0.2991 0.006347 -0.015711 -0.000333
7.70796 2226 0.5110 0.010832 -0.045179 -0.000958
7.70976 2230 0.6136 0.012993 0.003146 0.000067
7.71155 2234 0.8486 0.017954 0.150838 0.003191
7.71334 2238 0.7869 0.016633 0.117696 0.002488
7.71512 2242 0.5491 0.011597 0.004792 0.000101
7.71691 2246 0.5856 0.012358 -0.043244 -0.000912
7.71869 2250 0.6650 0.014019 0.026542 0.000560
7.72091 2255 0.5879 0.012380 -0.024831 -0.000523
7.72268 2259 0.7002 0.014733 0.177350 0.003731
7.72445 2263 0.7011 0.014737 0.155624 0.003271
7.72621 2267 0.6057 0.012722 0.084087 0.001766
7.72798 2271 0.8919 0.018715 -0.032821 -0.000689
7.73017 2276 0.9183 0.019248 -0.087647 -0.001837
7.73193 2280 0.7019 0.014700 -0.009927 -0.000208
7.73368 2284 0.6722 0.014066 0.142892 0.002990
7.73543 2288 0.5654 0.011820 0.150427 0.003145
7.73762 2293 0.2658 0.005551 0.199385 0.004164
7.73936 2297 0.2414 0.005037 0.034900 0.000728
7.74110 2301 0.2171 0.004525 -0.129860 -0.002707
7.74284 2305 -0.0594 -0.001237 -0.095618 -0.001992
7.74500 2310 -0.0484 -0.001007 0.122912 0.002557
