logY Y P PoverSqrtY A AoverSqrtY
7.78030 2393 5.1016 0.104288 0.063035 0.001289
7.78197 2397 5.2095 0.106405 -0.049403 -0.001009
7.78406 2402 5.5687 0.113623 -0.138420 -0.002824
7.78572 2406 5.5652 0.113457 0.049031 0.001000
7.78738 2410 6.1944 0.126180 0.087086 0.001774
7.78945 2415 6.2965 0.128126 -0.037250 -0.000758
7.79111 2419 6.9508 0.141324 0.033962 0.000691
7.79317 2424 6.7389 0.136876 0.026586 0.000540
7.79482 2428 6.5782 0.133499 0.169075 0.003431
7.79688 2433 6.7854 0.137565 0.127292 0.002581
