om p1 p2 p3
20.420 7.74375e-3 7.84557e-5 6.94554e+0
20.440 7.58872e-3 7.72261e-5 7.02797e+0
20.460 7.41913e-3 7.58536e-5 7.10528e+0
20.480 7.23576e-3 7.43438e-5 7.17484e+0
20.500 7.03946e-3 7.27030e-5 7.23427e+0
20.520 6.83115e-3 7.09382e-5 7.28144e+0
20.540 6.61182e-3 6.90571e-5 7.31452e+0
20.560 6.38251e-3 6.70679e-5 7.33204e+0
20.580 6.14433e-3 6.49795e-5 7.33291e+0
20.600 5.89843e-3 6.28011e-5 7.31643e+0
20.620 5.64598e-3 6.05426e-5 7.28231e+0
20.640 5.38822e-3 5.82141e-5 7.23068e+0
20.660 5.12639e-3 5.58263e-5 7.16206e+0
20.680 4.86174e-3 5.33898e-5 7.07737e+0
20.700 4.59555e-3 5.09158e-5 6.97788e+0
20.720 4.32908e-3 4.84155e-5 6.86521e+0
20.740 4.06361e-3 4.59002e-5 6.74124e+0
20.760 3.80039e-3 4.33812e-5 6.60810e+0
20.780 3.54063e-3 4.08697e-5 6.46813e+0
20.800 3.28553e-3 3.83769e-5 6.32378e+0
20.820 3.03627e-3 3.59138e-5 6.17758e+0
20.840 2.79394e-3 3.34910e-5 6.03210e+0
20.860 2.55961e-3 3.11189e-5 5.88984e+0
20.880 2.33430e-3 2.88075e-5 5.75322e+0
20.900 2.11894e-3 2.65664e-5 5.62452e+0
20.920 1.91440e-3 2.44045e-5 5.50579e+0
20.940 1.72149e-3 2.23303e-5 5.39885e+0
20.960 1.54093e-3 2.03517e-5 5.30524e+0
20.980 1.37337e-3 1.84759e-5 5.22618e+0
21.000 1.21935e-3 1.67093e-5 5.16254e+0
21.020 1.07937e-3 1.50577e-5 5.11483e+0
21.040 9.53784e-4 1.35261e-5 5.08323e+0
21.060 8.42906e-4 1.21186e-5 5.06751e+0
21.080 7.46936e-4 1.08388e-5 5.06710e+0
21.100 6.65991e-4 9.68908e-6 5.08112e+0
21.120 6.00100e-4 8.67129e-6 5.10833e+0
21.140 5.49203e-4 7.78635e-6 5.14725e+0
21.160 5.13158e-4 7.03435e-6 5.19611e+0
21.180 4.91740e-4 6.41462e-6 5.25298e+0
21.200 4.84645e-4 5.92568e-6 5.31575e+0
21.220 4.91494e-4 5.56529e-6 5.38220e+0
21.240 5.11838e-4 5.33050e-6 5.45008e+0
21.260 5.45160e-4 5.21764e-6 5.51710e+0
21.280 5.90883e-4 5.22242e-6 5.58106e+0
21.300 6.48374e-4 5.33992e-6 5.63983e+0
21.320 7.16949e-4 5.56466e-6 5.69145e+0
21.340 7.95877e-4 5.89065e-6 5.73411e+0
21.360 8.84391e-4 6.31146e-6 5.76629e+0
21.380 9.81688e-4 6.82025e-6 5.78667e+0
21.400 1.08694e-3 7.40985e-6 5.79425e+0
21.420 1.19930e-3 8.07280e-6 5.78835e+0
21.440 1.31789e-3 8.80143e-6 5.76857e+0
21.460 1.44185e-3 9.58791e-6 5.73488e+0
21.480 1.57029e-3 1.04243e-5 5.68753e+0
21.500 1.70233e-3 1.13027e-5 5.62712e+0
21.520 1.83711e-3 1.22151e-5 5.55453e+0
21.540 1.97377e-3 1.31536e-5 5.47090e+0
21.560 2.11146e-3 1.41105e-5 5.37764e+0
21.580 2.24935e-3 1.50783e-5 5.27636e+0
21.600 2.38666e-3 1.60495e-5 5.16882e+0
21.620 2.52260e-3 1.70171e-5 5.05692e+0
21.640 2.65645e-3 1.79743e-5 4.94266e+0
21.660 2.78750e-3 1.89147e-5 4.82806e+0
21.680 2.91507e-3 1.98322e-5 4.71512e+0
21.700 3.03854e-3 2.07212e-5 4.60581e+0
21.720 3.15733e-3 2.15763e-5 4.50197e+0
21.740 3.27087e-3 2.23927e-5 4.40531e+0
21.760 3.37868e-3 2.31661e-5 4.31738e+0
21.780 3.48027e-3 2.38925e-5 4.23950e+0
21.800 3.57524e-3 2.45684e-5 4.17274e+0
21.820 3.66320e-3 2.51908e-5 4.11793e+0
21.840 3.74382e-3 2.57571e-5 4.07560e+0
21.860 3.81680e-3 2.62652e-5 4.04602e+0
21.880 3.88190e-3 2.67133e-5 4.02914e+0
21.900 3.93889e-3 2.71001e-5 4.02465e+0
21.920 3.98761e-3 2.74246e-5 4.03194e+0
21.940 4.02791e-3 2.76864e-5 4.05016e+0
21.960 4.05969e-3 2.78852e-5 4.07821e+0
21.980 4.08288e-3 2.80211e-5 4.11480e+0
22.000 4.09745e-3 2.80945e-5 4.15844e+0
22.020 4.10338e-3 2.81061e-5 4.20752e+0
22.040 4.10071e-3 2.80568e-5 4.26030e+0
22.060 4.08948e-3 2.79479e-5 4.31500e+0
22.080 4.06978e-3 2.77806e-5 4.36981e+0
22.100 4.04170e-3 2.75565e-5 4.42295e+0
22.120 4.00538e-3 2.72772e-5 4.47268e+0
22.140 3.96096e-3 2.69445e-5 4.51739e+0
22.160 3.90862e-3 2.65605e-5 4.55558e+0
22.180 3.84856e-3 2.61270e-5 4.58593e+0
22.200 3.78099e-3 2.56462e-5 4.60731e+0
22.220 3.70615e-3 2.51203e-5 4.61881e+0
22.240 3.62431e-3 2.45514e-5 4.61978e+0
22.260 3.53573e-3 2.39418e-5 4.60980e+0
22.280 3.44073e-3 2.32939e-5 4.58870e+0
22.300 3.33962e-3 2.26101e-5 4.55659e+0
22.320 3.23276e-3 2.18926e-5 4.51383e+0
22.340 3.12050e-3 2.11440e-5 4.46101e+0
22.360 3.00324e-3 2.03668e-5 4.39895e+0
22.380 2.88139e-3 1.95636e-5 4.32870e+0
22.400 2.75539e-3 1.87369e-5 4.25144e+0
22.420 2.62569e-3 1.78896e-5 4.16855e+0
22.440 2.49280e-3 1.70243e-5 4.08150e+0
22.460 2.35721e-3 1.61440e-5 3.99185e+0
22.480 2.21947e-3 1.52517e-5 3.90120e+0
22.500 2.08014e-3 1.43505e-5 3.81117e+0
22.520 1.93982e-3 1.34437e-5 3.72334e+0
22.540 1.79911e-3 1.25346e-5 3.63923e+0
22.560 1.65867e-3 1.16270e-5 3.56026e+0
22.580 1.51916e-3 1.07244e-5 3.48772e+0
22.600 1.38127e-3 9.83072e-6 3.42275e+0
22.620 1.24572e-3 8.95011e-6 3.36630e+0
22.640 1.11325e-3 8.08679e-6 3.31912e+0
22.660 9.84614e-4 7.24517e-6 3.28174e+0
22.680 8.60589e-4 6.42984e-6 3.25446e+0
22.700 7.41966e-4 5.64557e-6 3.23736e+0
22.720 6.29550e-4 4.89728e-6 3.23028e+0
22.740 5.24156e-4 4.19002e-6 3.23284e+0
22.760 4.26606e-4 3.52899e-6 3.24445e+0
22.780 3.37725e-4 2.91949e-6 3.26430e+0
22.800 2.58335e-4 2.36692e-6 3.29144e+0
22.820 1.89257e-4 1.87672e-6 3.32472e+0
22.840 1.31299e-4 1.45437e-6 3.36291e+0
22.860 8.52571e-5 1.10538e-6 3.40465e+0
22.880 5.19078e-5 8.35187e-7 3.44853e+0
22.900 3.20041e-5 6.49183e-7 3.49311e+0
22.920 2.62700e-5 5.52647e-7 3.53694e+0
22.940 3.53954e-5 5.50709e-7 3.57862e+0
22.960 6.00313e-5 6.48311e-7 3.61680e+0
22.980 1.00784e-4 8.50160e-7 3.65025e+0
23.000 1.58212e-4 1.16069e-6 3.67783e+0
23.020 2.32817e-4 1.58401e-6 3.69858e+0
23.040 3.25042e-4 2.12388e-6 3.71169e+0
23.060 4.35269e-4 2.78364e-6 3.71655e+0
23.080 5.63808e-4 3.56619e-6 3.71273e+0
23.100 7.10899e-4 4.47394e-6 3.70002e+0
23.120 8.76705e-4 5.50880e-6 3.67841e+0
23.140 1.06131e-3 6.67209e-6 3.64810e+0
23.160 1.26471e-3 7.96456e-6 3.60948e+0
23.180 1.48684e-3 9.38635e-6 3.56315e+0
23.200 1.72750e-3 1.09369e-5 3.50986e+0
23.220 1.98645e-3 1.26152e-5 3.45053e+0
23.240 2.26334e-3 1.44192e-5 3.38619e+0
23.260 2.55773e-3 1.63465e-5 3.31800e+0
23.280 2.86908e-3 1.83938e-5 3.24719e+0
23.300 3.19679e-3 2.05572e-5 3.17503e+0
23.320 3.54013e-3 2.28321e-5 3.10283e+0
23.340 3.89832e-3 2.52132e-5 3.03186e+0
23.360 4.27049e-3 2.76945e-5 2.96338e+0
23.380 4.65566e-3 3.02695e-5 2.89856e+0
23.400 5.05281e-3 3.29310e-5 2.83850e+0
23.420 5.46082e-3 3.56710e-5 2.78416e+0
23.440 5.87852e-3 3.84812e-5 2.73638e+0
23.460 6.30467e-3 4.13528e-5 2.69581e+0
23.480 6.73796e-3 4.42764e-5 2.66298e+0
23.500 7.17704e-3 4.72421e-5 2.63820e+0
23.520 7.62051e-3 5.02399e-5 2.62160e+0
23.540 8.06693e-3 5.32592e-5 2.61315e+0
23.560 8.51483e-3 5.62894e-5 2.61260e+0
23.580 8.96272e-3 5.93193e-5 2.61954e+0
23.600 9.40908e-3 6.23380e-5 2.63341e+0
23.620 9.85239e-3 6.53343e-5 2.65346e+0
23.640 1.02911e-2 6.82971e-5 2.67885e+0
23.660 1.07237e-2 7.12150e-5 2.70860e+0
23.680 1.11488e-2 7.40772e-5 2.74165e+0
23.700 1.15647e-2 7.68728e-5 2.77689e+0
23.720 1.19700e-2 7.95912e-5 2.81314e+0
23.740 1.23634e-2 8.22220e-5 2.84925e+0
23.760 1.27434e-2 8.47553e-5 2.88405e+0
23.780 1.31087e-2 8.71815e-5 2.91645e+0
23.800 1.34580e-2 8.94915e-5 2.94539e+0
23.820 1.37901e-2 9.16769e-5 2.96993e+0
23.840 1.41039e-2 9.37294e-5 2.98924e+0
23.860 1.43983e-2 9.56418e-5 3.00259e+0
23.880 1.46722e-2 9.74071e-5 3.00944e+0
23.900 1.49248e-2 9.90194e-5 3.00937e+0
23.920 1.51553e-2 1.00473e-4 3.00214e+0
23.940 1.53628e-2 1.01764e-4 2.98767e+0
23.960 1.55468e-2 1.02887e-4 2.96607e+0
23.980 1.57067e-2 1.03840e-4 2.93759e+0
24.000 1.58420e-2 1.04620e-4 2.90265e+0
24.020 1.59525e-2 1.05225e-4 2.86180e+0
24.040 1.60377e-2 1.05655e-4 2.81574e+0
24.060 1.60977e-2 1.05908e-4 2.76528e+0
24.080 1.61322e-2 1.05987e-4 2.71131e+0
24.100 1.61414e-2 1.05892e-4 2.65482e+0
24.120 1.61254e-2 1.05624e-4 2.59683e+0
24.140 1.60844e-2 1.05188e-4 2.53840e+0
24.160 1.60187e-2 1.04585e-4 2.48056e+0
24.180 1.59287e-2 1.03820e-4 2.42437e+0
24.200 1.58150e-2 1.02897e-4 2.37080e+0
24.220 1.56781e-2 1.01822e-4 2.32077e+0
24.240 1.55186e-2 1.00600e-4 2.27511e+0
24.260 1.53373e-2 9.92364e-5 2.23455e+0
24.280 1.51349e-2 9.77387e-5 2.19969e+0
24.300 1.49124e-2 9.61134e-5 2.17099e+0
24.320 1.46706e-2 9.43677e-5 2.14878e+0
24.340 1.44106e-2 9.25091e-5 2.13324e+0
24.360 1.41333e-2 9.05455e-5 2.12439e+0
24.380 1.38398e-2 8.84847e-5 2.12209e+0
24.400 1.35312e-2 8.63351e-5 2.12607e+0
24.420 1.32086e-2 8.41048e-5 2.13592e+0
24.440 1.28733e-2 8.18023e-5 2.15109e+0
24.460 1.25264e-2 7.94360e-5 2.17091e+0
24.480 1.21692e-2 7.70143e-5 2.19464e+0
24.500 1.18028e-2 7.45459e-5 2.22143e+0
24.520 1.14285e-2 7.20389e-5 2.25039e+0
24.540 1.10476e-2 6.95017e-5 2.28057e+0
24.560 1.06612e-2 6.69426e-5 2.31102e+0
24.580 1.02706e-2 6.43696e-5 2.34079e+0
24.600 9.87713e-3 6.17906e-5 2.36895e+0
24.620 9.48191e-3 5.92133e-5 2.39463e+0
24.640 9.08617e-3 5.66453e-5 2.41700e+0
24.660 8.69110e-3 5.40938e-5 2.43535e+0
24.680 8.29788e-3 5.15661e-5 2.44905e+0
24.700 7.90766e-3 4.90689e-5 2.45757e+0
24.720 7.52155e-3 4.66089e-5 2.46054e+0
24.740 7.14067e-3 4.41924e-5 2.45770e+0
24.760 6.76607e-3 4.18256e-5 2.44892e+0
24.780 6.39881e-3 3.95143e-5 2.43422e+0
24.800 6.03988e-3 3.72643e-5 2.41376e+0
24.820 5.69027e-3 3.50807e-5 2.38782e+0
24.840 5.35093e-3 3.29688e-5 2.35681e+0
24.860 5.02275e-3 3.09334e-5 2.32125e+0
24.880 4.70662e-3 2.89792e-5 2.28176e+0
24.900 4.40338e-3 2.71105e-5 2.23905e+0
24.920 4.11383e-3 2.53316e-5 2.19390e+0
24.940 3.83874e-3 2.36463e-5 2.14713e+0
24.960 3.57885e-3 2.20584e-5 2.09959e+0
24.980 3.33486e-3 2.05713e-5 2.05216e+0
25.000 3.10742e-3 1.91885e-5 2.00568e+0
