u H off
13.88467 1071609 0.256613
13.88692 1074022 -0.801721
13.88917 1076441 -0.133504
13.89142 1078864 0.220024
13.89367 1081294 0.122863
13.89592 1083728 0.560257
13.89817 1086169 0.313757
13.90042 1088614 0.160597
13.90267 1091066 0.427338
13.90491 1093522 -0.744840
13.90716 1095985 -0.486581
13.90941 1098452 -0.642349
13.91166 1100926 0.238220
13.91391 1103405 -0.392384
13.91616 1105889 -0.172057
13.91841 1108379 0.308145
13.92066 1110875 0.211903
13.92291 1113377 0.285703
13.92516 1115883 -1.037016
13.92741 1118396 0.876525
13.92966 1120914 0.053529
13.93190 1123438 0.224111
13.93415 1125968 0.467514
13.93640 1128503 -0.930754
13.93865 1131044 0.492665
13.94090 1133591 -0.195461
13.94315 1136144 0.077838
13.94540 1138702 -0.148110
13.94765 1141266 0.601964
13.94990 1143836 0.679126
13.95215 1146411 -0.460313
13.95440 1148993 -0.614340
13.95665 1151580 0.138883
13.95889 1154173 -0.589355
13.96114 1156772 -0.674401
13.96339 1159376 1.194273
13.96564 1161987 0.751431
13.96789 1164603 -0.640486
13.97014 1167226 0.518646
13.97239 1169854 0.016300
13.97464 1172488 0.530122
13.97689 1175128 0.354335
13.97914 1177774 -0.078922
13.98139 1180426 0.870296
13.98364 1183084 -0.244559
13.98588 1185748 0.737053
13.98813 1188418 0.083744
13.99038 1191094 0.063771
13.99263 1193776 0.493195
13.99488 1196464 0.055599
13.99713 1199158 0.815818
13.99938 1201858 0.107126
14.00163 1204565 0.150925
14.00388 1207277 0.141007
14.00613 1209995 -0.594159
14.00838 1212720 0.005119
14.01063 1215451 -0.585743
14.01287 1218187 0.265340
14.01512 1220930 -0.288064
14.01737 1223680 -0.027039
14.01962 1226435 -0.220824
14.02187 1229196 1.071582
14.02412 1231964 0.220732
14.02637 1234738 0.177897
14.02862 1237519 0.081153
14.03087 1240305 -0.280581
14.03312 1243098 0.549670
14.03537 1245897 0.388032
14.03762 1248702 -0.463881
14.03987 1251514 0.412566
14.04211 1254332 -1.149925
14.04436 1257156 0.590906
14.04661 1259987 0.834644
14.04886 1262824 0.079072
14.05111 1265668 -0.065296
14.05336 1268518 0.199311
14.05561 1271374 -0.052905
14.05786 1274237 0.573959
14.06011 1277106 0.799888
14.06236 1279982 -0.755025
14.06461 1282864 0.318749
14.06686 1285752 -0.131447
14.06910 1288648 0.131575
14.07135 1291549 -0.141380
14.07360 1294457 0.888015
14.07585 1297372 -0.795878
14.07810 1300293 -0.555336
14.08035 1303221 -0.588873
14.08260 1306156 0.944555
14.08485 1309097 0.543727
14.08710 1312044 -0.132114
14.08935 1314999 0.120415
14.09160 1317960 0.024931
14.09385 1320927 0.711864
14.09609 1323902 -0.617594
14.09834 1326883 -1.387758
14.10059 1329871 -0.586450
14.10284 1332865 -0.273838
14.10509 1335866 0.632758
14.10734 1338874 0.237421
14.10959 1341889 0.370960
14.11184 1344910 -0.037084
14.11409 1347939 -0.193946
14.11634 1350974 0.302830
14.11859 1354016 0.786954
14.12084 1357065 0.132253
14.12308 1360120 -0.005778
14.12533 1363183 -0.562831
14.12758 1366253 -1.077379
14.12983 1369329 0.484587
14.13208 1372412 -0.713842
14.13433 1375502 -0.776363
14.13658 1378600 -0.183200
14.13883 1381704 0.118010
14.14108 1384815 -0.101222
14.14333 1387933 -0.736884
14.14558 1391058 0.396500
14.14783 1394191 -0.338923
14.15007 1397330 -0.594671
14.15232 1400476 0.621579
14.15457 1403630 0.169708
14.15682 1406790 -0.215700
14.15907 1409958 0.424999
14.16132 1413133 -0.657250
14.16357 1416315 -0.140595
14.16582 1419504 0.135453
14.16807 1422700 -0.288529
14.17032 1425904 0.278443
14.17257 1429114 0.278623
14.17482 1432332 -0.579567
14.17706 1435558 0.002029
14.17931 1438790 -0.256236
14.18156 1442030 -0.160079
14.18381 1445277 0.375349
14.18606 1448531 -0.144207
14.18831 1451793 -0.953188
14.19056 1455062 -0.963732
14.19281 1458338 0.546532
14.19506 1461622 -0.624295
14.19731 1464913 -0.817121
14.19956 1468211 -0.301123
14.20181 1471517 0.772330
14.20405 1474831 -0.577905
14.20630 1478152 -0.450107
14.20855 1481480 0.017139
14.21080 1484816 0.266492
14.21305 1488159 0.440781
14.21530 1491510 0.032819
14.21755 1494869 0.088913
14.21980 1498235 -0.624114
14.22205 1501608 0.330434
14.22430 1504989 0.104976
14.22655 1508378 0.202465
14.22880 1511775 -0.139826
14.23104 1515179 0.467545
14.23329 1518590 -0.002673
14.23554 1522010 -0.516552
14.23779 1525437 0.803855
14.24004 1528872 -0.530052
14.24229 1532314 -0.153510
14.24454 1535765 0.008778
14.24679 1539223 -0.654960
14.24904 1542689 -0.080960
14.25129 1546162 -0.492439
14.25354 1549644 0.499316
14.25579 1553133 -0.611459
14.25803 1556630 0.268458
14.26028 1560135 -0.333101
14.26253 1563648 0.064473
14.26478 1567169 0.168112
14.26703 1570698 0.545066
14.26928 1574235 -0.317292
14.27153 1577779 -0.064156
14.27378 1581332 -0.237618
14.27603 1584893 -0.556957
14.27828 1588461 -0.353477
14.28053 1592038 0.387203
14.28278 1595623 -0.731064
14.28502 1599216 0.471725
14.28727 1602817 0.682209
14.28952 1606426 1.040332
14.29177 1610043 -0.578814
14.29402 1613668 -0.110495
14.29627 1617302 -0.928089
14.29852 1620943 -0.925813
14.30077 1624593 -1.140816
14.30302 1628251 -0.293209
14.30527 1631918 0.661319
14.30752 1635592 -0.516155
14.30977 1639275 -0.329640
14.31201 1642966 0.889277
14.31426 1646666 0.462682
14.31651 1650374 0.267297
14.31876 1654090 -0.110334
14.32101 1657814 0.573393
14.32326 1661547 0.926920
14.32551 1665289 -0.040361
14.32776 1669038 0.244379
14.33001 1672796 0.508550
14.33226 1676563 -1.110347
14.33451 1680338 -0.088510
14.33676 1684122 -0.732070
14.33900 1687914 0.095707
14.34125 1691715 -0.067543
14.34350 1695524 0.254231
14.34575 1699342 -0.753915
14.34800 1703168 0.510329
14.35025 1707003 -1.245110
14.35250 1710847 0.679148
14.35475 1714699 0.215816
14.35700 1718560 -0.632314
14.35925 1722430 -0.323014
14.36150 1726308 0.535029
14.36375 1730195 -0.075495
14.36599 1734091 -0.137606
14.36824 1737996 1.052163
14.37049 1741909 0.304528
14.37274 1745831 -0.465181
14.37499 1749763 -1.014958
14.37724 1753702 -0.726802
14.37949 1757651 -0.399384
14.38174 1761609 -0.204538
14.38399 1765576 1.008200
14.38624 1769551 -0.234555
14.38849 1773536 0.779929
14.39074 1777529 0.218643
14.39298 1781532 -0.699194
14.39523 1785543 -0.734945
14.39748 1789564 0.245385
14.39973 1793593 -1.020338
14.40198 1797632 -0.338086
14.40423 1801679 -0.155158
14.40648 1805736 1.057211
14.40873 1809802 -0.573152
14.41098 1813877 0.503864
14.41323 1817962 -0.106779
14.41548 1822055 -0.121270
14.41773 1826158 0.334860
14.41997 1830270 -0.353844
14.42222 1834391 -0.616491
14.42447 1838522 -0.343231
14.42672 1842661 -0.285932
14.42897 1846811 -0.175924
14.43122 1850969 0.411781
14.43347 1855137 0.938448
14.43572 1859314 0.013096
14.43797 1863501 -0.591606
14.44022 1867697 0.569469
14.44247 1871902 -0.598246
14.44472 1876117 0.135511
14.44696 1880342 -0.270779
14.44921 1884576 0.588072
14.45146 1888819 0.423709
14.45371 1893072 -0.501250
14.45596 1897335 -0.160572
14.45821 1901607 0.321503
14.46046 1905889 -0.409483
14.46271 1910180 -0.184736
14.46496 1914481 -0.289607
14.46721 1918792 -0.181370
14.46946 1923113 -0.694051
14.47171 1927443 -0.924127
14.47395 1931783 -0.947700
14.47620 1936133 -0.511677
14.47845 1940493 -0.852013
14.48070 1944862 -0.563056
14.48295 1949241 -0.336693
14.48520 1953630 0.170129
14.48745 1958029 -0.009427
14.48970 1962438 0.020302
14.49195 1966857 -0.055591
14.49420 1971286 0.949198
14.49645 1975725 -0.127236
14.49870 1980173 -0.535713
14.50094 1984632 -0.276812
14.50319 1989101 -0.450825
14.50544 1993580 0.172611
14.50769 1998069 -0.296341
14.50994 2002568 0.328750
14.51219 2007077 0.200729
14.51444 2011596 0.689135
14.51669 2016126 0.474742
14.51894 2020665 -0.186271
14.52119 2025215 -0.330929
14.52344 2029775 -0.126337
14.52569 2034346 0.627682
14.52793 2038927 0.427620
14.53018 2043518 0.569244
14.53243 2048119 -0.200788
14.53468 2052731 -0.089323
14.53693 2057353 -1.197872
14.53918 2061986 0.423605
14.54143 2066628 0.373739
14.54368 2071282 -0.589755
14.54593 2075946 0.592291
14.54818 2080620 -0.134632
14.55043 2085305 -0.233109
14.55268 2090001 -0.316516
14.55492 2094707 0.975246
14.55717 2099423 -0.808389
14.55942 2104151 -0.397697
14.56167 2108889 0.406430
14.56392 2113637 0.199741
14.56617 2118396 0.881089
14.56842 2123166 0.582513
14.57067 2127947 0.324059
14.57292 2132739 -0.311359
14.57517 2137541 -0.642922
14.57742 2142354 -0.314590
14.57967 2147178 0.070461
14.58191 2152013 -0.357405
14.58416 2156858 0.432520
14.58641 2161715 -0.222513
14.58866 2166583 -0.924620
14.59091 2171461 -0.381126
14.59316 2176350 0.122748
14.59541 2181251 -0.361316
14.59766 2186162 -0.908332
14.59991 2191085 -0.067544
14.60216 2196019 -0.176995
14.60441 2200964 0.181981
14.60666 2205919 -0.049818
14.60890 2210886 0.670071
14.61115 2215865 -0.001565
14.61340 2220854 0.243511
14.61565 2225855 -0.209335
14.61790 2230867 0.563092
14.62015 2235890 -0.177444
14.62240 2240925 -0.028194
14.62465 2245971 -0.667474
14.62690 2251028 0.046250
14.62915 2256096 0.666793
14.63140 2261176 0.342542
14.63365 2266268 0.327754
14.63589 2271371 -0.358920
14.63814 2276485 -0.117588
14.64039 2281611 -0.374658
14.64264 2286749 0.238422
14.64489 2291898 0.409376
14.64714 2297059 -0.458642
14.64939 2302231 -0.459481
14.65164 2307415 0.276756
14.65389 2312610 0.369099
14.65614 2317818 0.401668
14.65839 2323037 0.339707
14.66064 2328267 0.400280
14.66288 2333510 0.083973
14.66513 2338764 0.025943
14.66738 2344031 -0.371443
14.66963 2349309 -0.135325
14.67188 2354599 0.272515
14.67413 2359900 0.154626
14.67638 2365214 0.234756
14.67863 2370540 0.245437
14.68088 2375878 0.510430
14.68313 2381227 0.830069
14.68538 2386589 0.454013
14.68763 2391963 -1.124055
14.68987 2397349 0.373593
14.69212 2402747 0.211556
14.69437 2408158 0.494856
14.69662 2413580 -0.092527
14.69887 2419015 -0.332033
14.70112 2424462 -0.933399
14.70337 2429921 -0.711436
14.70562 2435392 -0.877741
14.70787 2440876 0.749527
14.71012 2446372 -0.291643
14.71237 2451881 -0.347248
14.71462 2457401 -0.231558
14.71686 2462935 -0.393639
14.71911 2468481 0.038227
14.72136 2474039 -0.057742
14.72361 2479610 0.155222
14.72586 2485193 -0.949029
14.72811 2490789 0.068108
14.73036 2496397 0.422304
14.73261 2502018 0.662102
14.73486 2507652 -0.674925
14.73711 2513299 -0.185196
14.73936 2518958 0.085755
14.74161 2524630 0.127422
14.74385 2530315 -0.062977
14.74610 2536012 -0.942824
14.74835 2541722 -0.883524
14.75060 2547446 0.573275
14.75285 2553182 -0.747714
14.75510 2558931 -0.227668
14.75735 2564693 -0.713280
14.75960 2570468 0.216669
14.76185 2576255 0.163329
14.76410 2582056 0.887197
14.76635 2587870 -0.335437
14.76860 2593698 0.370321
14.77084 2599538 0.328575
14.77309 2605391 -0.364707
14.77534 2611258 -0.109021
14.77759 2617137 0.494848
14.77984 2623030 0.234921
14.78209 2628937 0.207545
14.78434 2634856 1.114023
14.78659 2640789 -0.244157
14.78884 2646735 -0.145508
14.79109 2652695 -0.001311
14.79334 2658668 0.609988
14.79559 2664655 0.059644
14.79783 2670655 0.039341
14.80008 2676668 0.021968
14.80233 2682695 -0.046943
14.80458 2688736 0.713549
14.80683 2694790 -0.125274
14.80908 2700858 0.183767
14.81133 2706940 -0.392228
14.81358 2713035 -0.278538
14.81583 2719144 0.082103
14.81808 2725266 0.409563
14.82033 2731403 -1.139262
14.82258 2737553 -0.543942
14.82482 2743717 0.443767
14.82707 2749895 -0.238274
14.82932 2756087 0.315328
14.83157 2762293 -0.703208
14.83382 2768513 -0.449913
14.83607 2774747 0.773919
14.83832 2780995 0.143792
14.84057 2787257 0.439579
14.84282 2793533 -1.308827
14.84507 2799823 -0.673417
14.84732 2806127 0.086431
14.84957 2812446 1.117086
14.85181 2818779 0.044426
14.85406 2825126 0.460614
14.85631 2831487 0.373385
14.85856 2837863 -1.024179
14.86081 2844253 -0.927315
14.86306 2850657 0.652050
14.86531 2857076 0.710145
14.86756 2863509 0.016378
14.86981 2869957 0.328617
14.87206 2876419 0.380823
14.87431 2882896 1.095629
14.87656 2889387 0.186044
14.87880 2895894 0.198538
14.88105 2902414 0.121193
14.88330 2908950 -0.059874
14.88555 2915500 0.083940
14.88780 2922064 0.138556
14.89005 2928644 -0.098956
14.89230 2935238 -0.138070
14.89455 2941848 -0.054313
14.89680 2948472 -0.340720
14.89905 2955111 -0.711683
14.90130 2961765 -0.352119
14.90355 2968434 0.191113
14.90579 2975118 0.439693
14.90804 2981817 0.160703
14.91029 2988531 -0.817017
14.91254 2995261 -0.434840
14.91479 3002005 0.378917
14.91704 3008765 0.121019
14.91929 3015539 -0.015314
14.92154 3022329 -0.193229
14.92379 3029135 -0.214801
14.92604 3035956 0.724385
14.92829 3042792 -0.427771
14.93054 3049643 -1.176113
14.93278 3056510 0.009004
14.93503 3063392 -0.534694
14.93728 3070290 -0.353463
14.93953 3077203 -1.337072
14.94178 3084132 -0.192913
14.94403 3091077 0.687064
14.94628 3098037 0.392011
14.94853 3105013 -1.171241
14.95078 3112005 -0.040597
14.95303 3119012 -0.742231
14.95528 3126035 -0.163813
14.95753 3133074 0.406899
14.95977 3140129 0.004513
14.96202 3147199 0.309409
14.96427 3154286 0.445876
14.96652 3161388 0.387707
14.96877 3168507 0.777127
14.97102 3175641 -0.337951
14.97327 3182792 -0.660052
14.97552 3189959 0.178638
14.97777 3197141 0.098027
14.98002 3204340 -0.520541
14.98227 3211556 1.162868
14.98452 3218787 0.320589
14.98676 3226035 -0.442736
14.98901 3233299 0.095948
14.99126 3240579 0.072447
14.99351 3247876 0.470740
14.99576 3255189 -0.196384
14.99801 3262519 0.282886
15.00026 3269865 -0.400911
15.00251 3277228 0.429163
15.00476 3284607 0.697643
15.00701 3292003 -0.536858
15.00926 3299416 0.966045
15.01151 3306845 -0.029129
15.01375 3314291 -0.332442
15.01600 3321754 0.160934
15.01825 3329234 0.185138
15.02050 3336730 0.131081
15.02275 3344243 -0.689222
15.02500 3351773 -1.010612
15.02725 3359321 0.011625
15.02950 3366885 -0.012919
15.03175 3374466 0.983849
15.03400 3382064 -0.193882
15.03625 3389680 -0.061377
15.03850 3397312 -0.551848
15.04074 3404962 -0.504719
15.04299 3412629 0.112260
15.04524 3420313 -0.660545
15.04749 3428015 0.227386
15.04974 3435734 0.045251
15.05199 3443470 0.127531
15.05424 3451223 -1.092896
15.05649 3458995 -0.393204
15.05874 3466783 -0.756035
15.06099 3474589 -0.165990
15.06324 3482413 -1.092763
15.06549 3490254 0.126657
15.06773 3498113 -0.938755
15.06998 3505990 0.201117
15.07223 3513885 -0.043063
15.07448 3521797 0.343806
15.07673 3529727 0.077443
15.07898 3537675 -0.095937
15.08123 3545640 0.030558
15.08348 3553624 0.072918
15.08573 3561626 0.760950
15.08798 3569646 0.832475
15.09023 3577683 -1.007744
15.09248 3585739 -0.043159
15.09472 3593813 -1.368218
15.09697 3601905 -0.041858
15.09922 3610016 1.134190
15.10147 3618144 -0.082297
15.10372 3626291 -0.485992
15.10597 3634457 0.760288
15.10822 3642640 0.072345
15.11047 3650843 -0.818240
15.11272 3659063 -1.009088
15.11497 3667302 -0.563635
15.11722 3675560 -0.235972
15.11947 3683836 0.978255
15.12171 3692131 -0.315814
15.12396 3700445 -0.032083
15.12621 3708777 0.265792
15.12846 3717128 0.732796
15.13071 3725498 0.264666
15.13296 3733887 0.558821
15.13521 3742294 -0.190889
15.13746 3750721 -0.710149
15.13971 3759166 0.557304
15.14196 3767631 -0.666632
15.14421 3776114 -0.102627
15.14646 3784617 0.595238
15.14870 3793139 0.061572
15.15095 3801680 -0.284030
15.15320 3810240 -0.147138
15.15545 3818819 -0.012933
15.15770 3827418 0.028708
15.15995 3836036 0.858044
15.16220 3844674 0.193090
15.16445 3853331 -0.314622
15.16670 3862008 0.030231
15.16895 3870704 0.072624
15.17120 3879419 -0.367518
15.17345 3888155 -0.348381
15.17569 3896910 0.032987
15.17794 3905684 -0.007288
15.18019 3914479 0.127234
15.18244 3923293 -0.654722
15.18469 3932127 0.571265
15.18694 3940981 -0.225328
15.18919 3949855 -0.196645
15.19144 3958749 -0.041342
15.19369 3967663 -0.825860
15.19594 3976597 0.469990
15.19819 3985551 -0.179841
15.20044 3994525 -0.028229
15.20268 4003520 -0.114317
15.20493 4012534 -0.390796
15.20718 4021569 0.034281
15.20943 4030625 0.109561
15.21168 4039700 -0.336396
15.21393 4048797 0.441491
15.21618 4057913 -1.288178
15.21843 4067050 -0.225897
15.22068 4076208 0.570937
15.22293 4085387 0.566070
15.22518 4094586 0.727070
15.22743 4103805 -0.521111
15.22967 4113046 0.736068
15.23192 4122307 0.501843
15.23417 4131589 0.134017
15.23642 4140893 -0.829786
15.23867 4150217 0.332888
15.24092 4159562 -0.965626
15.24317 4168928 0.035580
15.24542 4178315 -0.422646
15.24767 4187723 -0.539888
15.24992 4197153 -1.081197
15.25217 4206603 -0.759249
15.25442 4216075 -0.146149
15.25666 4225569 0.389862
15.25891 4235083 -0.726770
15.26116 4244620 0.365609
15.26341 4254177 0.454096
15.26566 4263756 1.318304
15.26791 4273357 0.807426
15.27016 4282979 0.055104
15.27241 4292623 -0.542368
15.27466 4302289 0.087795
15.27691 4311976 0.583121
15.27916 4321686 0.618103
15.28141 4331417 0.516256
15.28365 4341170 -0.298273
15.28590 4350945 -0.343793
15.28815 4360742 -0.468569
15.29040 4370561 -0.629784
15.29265 4380402 -0.255760
15.29490 4390266 0.910084
15.29715 4400151 -0.057834
15.29940 4410059 -0.054290
15.30165 4419989 0.013706
15.30390 4429942 -0.315549
15.30615 4439916 0.991268
15.30840 4449914 0.346780
15.31064 4459934 0.346697
15.31289 4469976 0.901336
15.31514 4480041 -0.890900
15.31739 4490129 -0.018625
15.31964 4500239 0.284586
15.32189 4510372 -0.254017
15.32414 4520528 0.533518
15.32639 4530707 0.393097
15.32864 4540909 -0.272205
15.33089 4551134 0.040146
15.33314 4561382 -0.442280
15.33539 4571653 -0.901240
15.33763 4581946 0.579893
15.33988 4592264 -0.151448
15.34213 4602604 -0.165972
15.34438 4612968 0.245869
15.34663 4623355 0.253071
15.34888 4633765 0.161518
15.35113 4644199 -0.121555
15.35338 4654656 0.476209
15.35563 4665137 0.395075
15.35788 4675642 -0.454987
15.36013 4686170 -0.131330
15.36238 4696722 -0.641198
15.36462 4707297 0.408887
15.36687 4717897 0.443850
15.36912 4728520 0.095608
15.37137 4739167 0.766531
15.37362 4749838 0.542764
15.37587 4760534 -0.091313
15.37812 4771253 -0.653459
15.38037 4781996 0.599180
15.38262 4792764 0.318526
15.38487 4803556 0.899195
15.38712 4814372 -0.642167
15.38937 4825212 -0.552465
15.39161 4836077 0.366275
15.39386 4846967 0.983480
15.39611 4857881 -0.270167
15.39836 4868819 0.025365
15.40061 4879782 -0.625442
15.40286 4890770 0.150354
15.40511 4901783 -0.896382
15.40736 4912820 0.070072
15.40961 4923882 -0.457226
15.41186 4934969 0.457403
15.41411 4946081 -0.557288
15.41636 4957218 0.301236
15.41860 4968381 -0.223101
15.42085 4979568 0.456944
15.42310 4990780 -0.312730
15.42535 5002018 -0.193132
15.42760 5013281 -0.382259
15.42985 5024570 -0.114671
15.43210 5035883 -0.865297
15.43435 5047223 -1.380292
15.43660 5058587 0.855767
15.43885 5069978 0.310196
15.44110 5081394 -0.119593
15.44335 5092836 0.580988
15.44559 5104303 -1.159304
15.44784 5115797 1.059480
15.45009 5127316 0.808738
15.45234 5138861 -0.662571
15.45459 5150432 -0.852021
15.45684 5162029 -0.284372
15.45909 5173653 -0.406531
15.46134 5185302 -0.667702
15.46359 5196978 0.230141
15.46584 5208680 -0.391368
15.46809 5220408 0.209309
15.47034 5232163 -0.592313
15.47258 5243944 0.183575
15.47483 5255752 -0.934270
15.47708 5267587 0.444779
15.47933 5279448 0.615772
15.48158 5291335 -0.170375
15.48383 5303250 0.270326
15.48608 5315191 -0.334415
15.48833 5327159 0.332221
15.49058 5339154 -0.104257
15.49283 5351177 0.313622
15.49508 5363226 0.724698
15.49733 5375302 -0.360280
15.49957 5387406 0.424020
15.50182 5399537 0.390427
15.50407 5411695 -0.090334
15.50632 5423880 -0.155178
15.50857 5436093 -0.742689
15.51082 5448334 0.014492
15.51307 5460602 -0.680676
15.51532 5472897 0.832572
15.51757 5485221 -0.322180
15.51982 5497572 -0.657884
15.52207 5509951 0.019410
15.52432 5522357 0.394485
15.52656 5534792 -0.028636
15.52881 5547255 0.027595
15.53106 5559745 0.014037
15.53331 5572264 0.054415
15.53556 5584811 0.011707
15.53781 5597387 0.251166
15.54006 5609990 -0.237295
15.54231 5622622 -0.509645
15.54456 5635283 -0.406407
15.54681 5647972 -0.123625
15.54906 5660689 -0.153041
15.55131 5673435 -0.394896
15.55355 5686210 -0.003482
15.55580 5699014 0.026116
15.55805 5711846 0.685731
15.56030 5724708 0.395484
15.56255 5737598 0.461075
15.56480 5750517 0.319554
15.56705 5763466 0.784138
15.56930 5776443 -0.578954
15.57155 5789450 0.212496
15.57380 5802486 0.681206
15.57605 5815552 -0.641313
15.57830 5828647 0.153012
15.58054 5841771 -0.608503
15.58279 5854925 -0.379124
15.58504 5868108 0.589427
15.58729 5881322 -0.411160
15.58954 5894565 -0.156548
15.59179 5907837 0.231494
15.59404 5921140 0.145463
15.59629 5934473 -0.848617
15.59854 5947835 -0.224018
15.60079 5961228 -0.068120
15.60304 5974651 -0.574951
15.60529 5988104 0.305068
15.60753 6001587 0.584351
15.60978 6015101 -0.225971
15.61203 6028645 -0.114819
15.61428 6042220 -0.363228
15.61653 6055825 -0.144531
15.61878 6069461 -0.190771
15.62103 6083128 0.459529
15.62328 6096825 -0.186115
15.62553 6110553 -0.589167
15.62778 6124313 -0.892780
15.63003 6138103 -0.564643
15.63228 6151924 0.332122
15.63452 6165776 0.515351
15.63677 6179660 -0.365497
15.63902 6193574 -0.034201
15.64127 6207520 0.228762
15.64352 6221498 -0.160504
15.64577 6235507 0.687117
15.64802 6249547 0.458890
15.65027 6263619 -0.004119
15.65252 6277723 -0.742817
15.65477 6291859 -0.080517
15.65702 6306026 0.621535
15.65927 6320225 -0.071596
15.66151 6334457 0.319842
15.66376 6348720 0.092499
15.66601 6363015 -0.206188
15.66826 6377343 -0.653745
15.67051 6391703 -0.682437
15.67276 6406095 -0.188126
15.67501 6420520 -0.218248
15.67726 6434977 0.399744
15.67951 6449466 1.105790
15.68176 6463989 0.455832
15.68401 6478543 -0.792753
15.68626 6493131 -0.124299
15.68850 6507752 -0.566427
15.69075 6522405 0.005903
15.69300 6537092 -0.151403
15.69525 6551811 -0.286265
15.69750 6566564 0.142511
15.69975 6581350 -0.315669
15.70200 6596169 -0.253971
15.70425 6611022 -0.401890
15.70650 6625908 0.278238
15.70875 6640827 0.833899
15.71100 6655780 0.312465
15.71325 6670767 0.638414
15.71549 6685788 0.409215
15.71774 6700842 -0.443097
15.71999 6715931 -0.522793
15.72224 6731053 -0.461071
15.72449 6746209 -0.085588
15.72674 6761400 -0.256558
15.72899 6776624 0.035911
15.73124 6791883 -0.563289
15.73349 6807176 0.598085
15.73574 6822504 -0.143674
15.73799 6837866 0.756631
15.74024 6853263 -0.585138
15.74248 6868695 -0.124698
15.74473 6884161 -0.072650
15.74698 6899662 -0.017695
15.74923 6915198 0.065062
15.75148 6930769 -0.034465
15.75373 6946375 -0.440291
15.75598 6962016 0.693817
15.75823 6977692 -0.416990
15.76048 6993404 0.256568
15.76273 7009151 -0.432339
15.76498 7024933 -0.875409
15.76723 7040752 -0.932439
15.76947 7056605 -0.162383
15.77172 7072495 0.027557
15.77397 7088420 0.200393
15.77622 7104381 -0.157127
15.77847 7120378 0.533410
15.78072 7136410 0.031875
15.78297 7152480 0.188200
15.78522 7168585 -0.403820
15.78747 7184726 0.964556
15.78972 7200904 0.003503
15.79197 7217118 0.674585
15.79422 7233369 0.474971
15.79646 7249657 0.203661
15.79871 7265981 -0.088713
15.80096 7282341 -0.244074
15.80321 7298739 0.269770
15.80546 7315174 0.053750
15.80771 7331645 0.108709
15.80996 7348154 -0.002304
15.81221 7364700 0.123264
15.81446 7381283 -0.603144
15.81671 7397903 -0.605683
15.81896 7414561 -0.401030
15.82121 7431256 0.794373
15.82345 7447989 0.462942
15.82570 7464760 0.119417
15.82795 7481568 0.350610
15.83020 7498415 -0.041700
15.83245 7515299 -0.117666
15.83470 7532221 -0.236885
15.83695 7549181 -0.554318
15.83920 7566180 -0.142844
15.84145 7583216 0.691718
15.84370 7600292 -0.733546
15.84595 7617405 0.073352
15.84820 7634557 0.654645
15.85044 7651748 0.078359
15.85269 7668977 0.620674
15.85494 7686246 0.821733
15.85719 7703553 -0.614845
15.85944 7720899 0.158020
15.86169 7738284 0.401833
15.86394 7755708 0.559045
15.86619 7773172 -0.802370
15.86844 7790675 0.030504
15.87069 7808217 0.687897
15.87294 7825799 -0.148799
15.87519 7843420 -0.151754
15.87743 7861081 -0.425197
15.87968 7878782 -0.646177
15.88193 7896522 -0.781110
15.88418 7914303 -0.693823
15.88643 7932124 0.514049
15.88868 7949984 0.016030
15.89093 7967885 -0.079160
15.89318 7985827 0.466969
15.89543 8003808 0.146730
15.89768 8021830 0.066087
15.89993 8039893 -0.478351
15.90218 8057997 0.293837
15.90442 8076141 -0.177419
15.90667 8094326 0.611889
15.90892 8112552 -0.137158
15.91117 8130819 -0.342141
15.91342 8149127 0.240838
15.91567 8167476 0.822786
15.91792 8185867 0.769236
15.92017 8204299 0.196843
15.92242 8222773 -0.960000
15.92467 8241288 0.118922
15.92692 8259845 -0.022944
15.92917 8278444 0.241814
15.93141 8297084 0.029791
15.93366 8315767 0.546441
15.93591 8334491 -0.310330
15.93816 8353258 0.119450
15.94041 8372067 0.644565
15.94266 8390918 0.232816
15.94491 8409812 -0.813671
15.94716 8428749 0.453495
15.94941 8447728 0.185370
15.95166 8466749 -0.148304
15.95391 8485814 0.189121
15.95616 8504921 -0.397624
15.95840 8524072 -0.655944
15.96065 8543266 0.880473
15.96290 8562502 -0.235600
15.96515 8581783 -1.399678
15.96740 8601106 0.950009
15.96965 8620473 -0.198484
15.97190 8639884 0.103749
15.97415 8659338 0.715763
15.97640 8678837 0.834045
15.97865 8698379 -0.159343
15.98090 8717965 -0.151477
15.98315 8737595 0.118562
15.98539 8757270 -0.340906
15.98764 8776988 0.452964
15.98989 8796751 0.075742
15.99214 8816559 -0.262347
15.99439 8836411 -0.305581
15.99664 8856308 0.484955
15.99889 8876250 -0.440116
16.00114 8896237 0.660533
16.00339 8916268 0.128778
16.00564 8936345 -0.078935
16.00789 8956467 0.252305
16.01014 8976634 -0.105360
16.01238 8996847 0.535569
16.01463 9017105 -0.107108
16.01688 9037409 -0.239305
16.01913 9057758 0.148053
16.02138 9078154 0.178234
16.02363 9098595 -0.231797
16.02588 9119082 -0.634085
16.02813 9139616 0.772515
16.03038 9160195 -0.145387
16.03263 9180821 -0.620885
16.03488 9201494 -0.086690
16.03713 9222213 -0.669577
16.03937 9242978 0.151550
16.04162 9263791 -0.093996
16.04387 9284650 0.099233
16.04612 9305556 1.209372
16.04837 9326510 -0.009057
16.05062 9347510 0.255387
