u x resid pred residB
9.619472979 15055.11349 -0.1782817871 -0.2065633985 -0.1459517951
9.621498388 15085.63715 -0.1833079248 -0.2078432995 -0.1509405903
9.623523797 15116.2227 -0.1897880509 -0.2092271348 -0.1573833351
9.625549206 15146.87026 -0.1972831125 -0.2107146669 -0.1648409766
9.627574615 15177.57996 -0.204760371 -0.2123040848 -0.1722807759
9.629600024 15208.35192 -0.2117627031 -0.2139919423 -0.1792456101
9.631625433 15239.18626 -0.2178937504 -0.2157731099 -0.1853391204
9.633650842 15270.08313 -0.2233257299 -0.2176407429 -0.1907335239
9.635676251 15301.04263 -0.2289708574 -0.2195862646 -0.1963410363
9.63770166 15332.06491 -0.2363516443 -0.2215993654 -0.2036841691
9.639727069 15363.15008 -0.2442963578 -0.2236680185 -0.2115911895
9.641752478 15394.29827 -0.250591607 -0.2257785113 -0.2178487064
9.643777887 15425.50962 -0.2551653179 -0.2279154929 -0.2223846458
9.645803296 15456.78425 -0.2607659182 -0.2300620377 -0.2279474354
9.647828705 15488.12228 -0.2688091695 -0.2321997237 -0.2359528368
9.649854114 15519.52385 -0.2739033374 -0.2343087262 -0.2410091155
9.651879523 15550.98909 -0.2773763569 -0.2363679255 -0.2444442066
9.653904931 15582.51812 -0.2806663128 -0.2383550281 -0.2476961947
9.65593034 15614.11107 -0.284784528 -0.2402467001 -0.2517764027
9.657955749 15645.76808 -0.2874212955 -0.2420187129 -0.2543751237
9.659981158 15677.48928 -0.2880997087 -0.243646098 -0.255015451
9.662006567 15709.27478 -0.2868044258 -0.2451033124 -0.2536820427
9.664031976 15741.12473 -0.2856316308 -0.2463644113 -0.2524710828
9.666057385 15773.03925 -0.2836371503 -0.2474032271 -0.250438398
9.668082794 15805.01848 -0.282064205 -0.2481935544 -0.2488272087
9.670108203 15837.06255 -0.2826399344 -0.2487093382 -0.2493646546
9.672133612 15869.17158 -0.2849177187 -0.2489248645 -0.2516041158
9.674159021 15901.34572 -0.2871277855 -0.2488149514 -0.2537758198
9.67618443 15933.58508 -0.289320131 -0.2483551402 -0.2559297628
9.678209839 15965.88981 -0.291735716 -0.2475218837 -0.2583069057
