u w Y P_over_sqrtY rms16 mean16
75271 9.3368065 132.85329 -0.011811 0.039373 -0.033579
75277 2.0001063 132.84270 0.160614 0.143774 0.108121
75283 5.7817714 132.83211 0.108291 0.109926 0.107658
75289 2.0001063 132.82153 -0.320641 0.312652 -0.305577
75297 15.246166 132.80742 0.088159 0.075046 0.061950
75307 2.0001062 132.78978 -0.020016 0.184099 -0.163157
75319 4.1765578 132.76862 0.074019 0.135575 0.131560
75333 6.0009559 132.74395 0.060871 0.057117 0.052851
75337 2.0001062 132.73690 0.122860 0.099076 0.076335
75349 4.1420463 132.71576 0.020058 0.078082 0.061505
75351 6.0009557 132.71224 0.118950 0.054707 -0.001587
75367 2.0001062 132.68407 0.246387 0.179147 0.172440
75369 65.488433 132.68055 0.000666 0.041134 -0.034078
75373 5.0717806 132.67350 -0.141005 0.156524 -0.134192
75379 4.4203428 132.66294 -0.085441 0.113458 -0.098275
75387 17.369276 132.64887 0.020886 0.048950 0.035566
75391 2.0001061 132.64183 -0.050795 0.110050 -0.103580
75397 9.3368007 132.63127 0.033410 0.028050 0.004912
75403 2.0001061 132.62072 0.031300 0.084179 0.075107
75409 4.2483345 132.61017 -0.008002 0.083522 -0.074060
75421 4.1255932 132.58907 0.032421 0.039886 0.021996
75423 13.846069 132.58555 -0.105693 0.177753 0.128712
75433 4.1201644 132.56797 0.061597 0.159808 0.142086
75439 27.093692 132.55743 0.037144 0.061131 -0.045330
75441 6.0009545 132.55392 0.199935 0.182459 0.160675
75457 4.2945889 132.52581 0.048787 0.063664 0.051087
75459 6.0009543 132.52230 0.058428 0.061727 0.050261
75469 4.1363643 132.50474 0.045773 0.070293 -0.003857
75477 12.634777 132.49069 -0.092475 0.158513 -0.137457
75499 4.1844508 132.45209 0.003568 0.055264 -0.034232
75511 2.0001060 132.43104 -0.074572 0.076851 -0.056070
75513 6.0009536 132.42753 -0.128614 0.128544 -0.124904
75517 13.294954 132.42051 0.051682 0.044406 0.030282
75523 9.3367949 132.40999 -0.035976 0.061965 0.044861
75541 2.0001059 132.37844 0.550362 0.356199 0.322795
75547 4.6001431 132.36793 -0.080113 0.179319 -0.173760
75549 6.0009532 132.36443 0.148242 0.090848 0.078224
75553 2.0001059 132.35742 -0.123941 0.062266 -0.017710
75567 6.0009529 132.33290 0.033150 0.102368 0.088172
75571 2.0001059 132.32589 -0.065943 0.063792 -0.057241
75577 2.0001059 132.31539 -0.006372 0.020444 0.001069
75583 2.0001058 132.30488 -0.106348 0.102686 -0.089779
75619 2.0001058 132.24190 0.042708 0.147784 0.129095
75621 82.074074 132.23840 0.089436 0.084054 0.081488
75637 4.4203083 132.21043 0.080571 0.058730 0.046135
75639 15.245956 132.20693 -0.099513 0.121124 -0.093474
75643 4.2690935 132.19994 -0.090372 0.051970 -0.007562
75657 6.0009518 132.17548 0.331149 0.259760 0.245373
75673 5.7817508 132.14753 0.000675 0.071028 0.053982
75679 2.0001057 132.13705 -0.020903 0.040410 0.013039
75703 2.0001057 132.09516 -0.060579 0.087200 0.031680
75709 2.0001057 132.08469 -0.013088 0.057498 -0.032573
75711 6.0009511 132.08120 0.110445 0.089507 0.003004
75721 2.0001057 132.06376 0.050552 0.202464 -0.153421
75729 6.0009509 132.04981 -0.014147 0.062491 -0.036161
75733 21.680587 132.04283 -0.004226 0.023720 0.009623
75747 28.031085 132.01843 0.039131 0.043021 -0.020384
75751 5.7817467 132.01146 0.005630 0.094323 -0.062205
75781 2.0001056 131.95920 0.034745 0.067290 0.055638
75783 6.0009502 131.95572 -0.093774 0.072781 -0.064577
75787 2.0001056 131.94875 -0.079609 0.090978 0.046008
75793 2.0001056 131.93831 -0.044736 0.035770 -0.012303
75799 4.1209106 131.92786 0.165147 0.101223 0.029659
75817 9.3367815 131.89654 0.186064 0.119034 0.082948
75819 12.644403 131.89306 0.092239 0.165602 0.162761
75829 14.830265 131.87567 0.019685 0.036575 0.027329
75847 4.2482392 131.84437 -0.159590 0.099384 -0.082752
75853 2.0001055 131.83394 0.109498 0.121841 0.111113
75859 9.3367796 131.82351 0.052104 0.070206 -0.021974
75873 28.031034 131.79919 -0.044866 0.109727 -0.103679
75883 2.0001054 131.78182 0.365539 0.197032 0.173972
75907 5.7817386 131.74016 0.159883 0.181196 0.175598
75909 6.0009487 131.73668 0.180488 0.114911 0.099277
75913 2.0001054 131.72974 -0.007252 0.105897 -0.086307
75927 6.0009484 131.70545 -0.035953 0.126679 -0.084766
75931 2.0001054 131.69852 0.166332 0.236622 0.218983
75937 2.0001054 131.68811 -0.123031 0.109334 -0.102719
75943 23.811248 131.67771 0.031101 0.025415 -0.009650
75961 4.4936037 131.64650 0.167294 0.112369 0.104693
75963 6.0009480 131.64304 -0.108318 0.112372 -0.104578
75967 2.0001053 131.63611 0.400175 0.338545 0.331941
75979 2.0001053 131.61531 -0.092815 0.095674 0.001038
75981 38.483571 131.61185 -0.089264 0.136696 -0.125668
75991 2.0001053 131.59453 0.039965 0.098100 -0.064194
75997 2.0001053 131.58414 -0.182503 0.316195 -0.300410
76003 2.0001053 131.57375 -0.062324 0.088375 -0.081095
76017 6.0009473 131.54952 -0.051618 0.138178 -0.097687
76027 9.3367720 131.53222 0.110812 0.087063 0.084764
76033 4.1488575 131.52184 0.112857 0.096762 0.069427
76039 2.0001052 131.51146 -0.169236 0.096983 -0.074449
76057 5.0717346 131.48034 -0.091430 0.109245 -0.079165
76063 5.7817304 131.46997 -0.045653 0.038583 -0.015674
76069 9.3367701 131.45960 0.051505 0.023900 0.003844
76071 6.0009466 131.45614 -0.091274 0.124300 -0.106621
76081 2.0001052 131.43886 0.145031 0.135129 0.127174
76089 17.368944 131.42504 0.065815 0.091043 0.084802
76099 2.0001051 131.40777 -0.172923 0.095815 -0.065568
76117 4.1842644 131.37670 0.102645 0.189961 0.182568
76123 2.0001051 131.36634 -0.022847 0.106103 0.085323
76129 2.0001051 131.35599 0.026854 0.184872 -0.069184
76141 5.7817264 131.33529 -0.172162 0.168787 -0.162262
76147 2.0001051 131.32494 0.137270 0.109409 0.074648
76159 2.0001050 131.30425 -0.036041 0.164218 -0.147075
76179 12.898032 131.26977 0.088296 0.072108 -0.035996
76189 4.2944550 131.25254 0.120991 0.119397 0.113643
76201 4.1296319 131.23187 -0.074303 0.070395 -0.034284
76207 2.0001050 131.22154 -0.052666 0.127409 -0.119264
76213 2.0001050 131.21121 -0.154909 0.105213 -0.093960
76231 2.0001049 131.18023 0.268741 0.222783 0.214729
76233 6.0009446 131.17679 -0.215526 0.205784 -0.194172
76237 9.3367625 131.16990 -0.019600 0.085632 -0.065750
76243 2.0001049 131.15958 -0.168089 0.170516 -0.159161
76249 2.0001049 131.14926 0.038833 0.049776 0.004640
76251 28.030880 131.14582 -0.031227 0.039345 -0.024405
76261 2.0001049 131.12862 0.068015 0.090280 0.075987
76269 6.0009442 131.11487 0.020277 0.089046 0.042257
76297 5.7817183 131.06675 -0.016270 0.049724 -0.018014
76303 2.0001049 131.05645 0.023850 0.088287 0.013390
76321 9.3367587 131.02554 0.044048 0.034789 0.017851
76323 45.685297 131.02210 -0.029842 0.056618 -0.032971
76327 4.1577535 131.01524 -0.032629 0.087510 -0.078386
76333 2.0001048 131.00494 0.266735 0.259768 0.257816
76339 4.1933561 130.99464 0.094770 0.094586 0.083738
76341 6.0009433 130.99121 0.183673 0.111228 0.097111
76359 6.0009431 130.96033 0.187494 0.161569 0.158938
76363 9.3367568 130.95347 0.063288 0.105277 0.096572
76369 2.0001048 130.94318 0.077068 0.121296 0.116403
76377 28.030829 130.92947 -0.028025 0.075783 -0.067763
76387 2.0001047 130.91233 -0.049878 0.179499 -0.120013
76393 4.2308342 130.90205 -0.029776 0.179786 -0.141840
76399 5.0717119 130.89177 -0.243334 0.219134 -0.206103
76411 4.4202062 130.87121 0.232862 0.145218 0.128273
76413 6.0009424 130.86778 -0.054425 0.144073 -0.131929
76423 2.0001047 130.85066 0.091868 0.073335 -0.003739
76431 12.842848 130.83696 -0.033899 0.195087 -0.177709
76441 2.0001047 130.81985 0.099511 0.109862 0.041176
76447 20.351270 130.80958 -0.011906 0.040336 -0.032159
76453 5.7817102 130.79931 -0.348420 0.198466 -0.176289
76459 4.1385675 130.78905 -0.003160 0.091498 0.034522
76471 2.0001046 130.76853 -0.185309 0.164751 -0.162748
76477 4.6000511 130.75827 0.091091 0.084817 0.010193
76503 28.030778 130.71383 -0.008227 0.055896 0.046481
76507 2.0001046 130.70699 0.250026 0.152634 0.142210
76513 5.0717044 130.69674 0.153803 0.155564 0.147566
76519 2.0001046 130.68650 0.143995 0.165382 0.117177
76537 2.0001045 130.65576 0.055401 0.060173 0.052278
76539 13.845069 130.65235 -0.161656 0.142182 -0.137930
76543 2.0001045 130.64552 -0.039424 0.105944 -0.055855
76561 2.0001045 130.61480 -0.115943 0.116618 -0.036359
76573 9.3367474 130.59433 -0.079237 0.069703 -0.065790
76579 2.0001045 130.58410 0.082956 0.095840 -0.030355
76597 2.0001044 130.55342 -0.044677 0.147994 -0.096593
76603 2.0001044 130.54319 -0.113197 0.128745 0.042855
76611 6.0009400 130.52956 0.200877 0.108427 0.092935
76621 4.1262302 130.51252 -0.054393 0.052829 -0.033852
76627 11.794440 130.50230 0.097855 0.099088 0.090668
76651 2.0001044 130.46144 -0.202795 0.121164 -0.095229
76663 4.6000330 130.44102 0.037509 0.097648 0.094743
76669 4.4201727 130.43081 -0.057096 0.038505 0.009066
76683 6.0009391 130.40700 -0.003189 0.087502 -0.010853
76693 4.1181319 130.39000 -0.029020 0.082268 -0.063027
76699 9.3367418 130.37980 0.084965 0.080667 0.074844
76701 13.532883 130.37640 -0.133473 0.168769 -0.123588
76717 2.0001043 130.34921 -0.142677 0.069580 -0.028063
76723 4.2480517 130.33901 -0.043197 0.067123 0.035789
76737 6.0009384 130.31523 -0.003882 0.080001 -0.004257
76741 23.809502 130.30844 -0.098467 0.068439 -0.055916
76753 2.0001042 130.28807 0.146424 0.202188 0.183811
76771 2.0001042 130.25752 0.063993 0.084607 -0.048895
76773 12.623505 130.25413 -0.110889 0.139647 -0.126697
76777 2.0001042 130.24734 0.137017 0.148266 0.136335
76801 2.0001042 130.20664 0.265237 0.233009 0.227156
76809 6.0009375 130.19308 -0.049917 0.146257 -0.130701
76819 2.0001041 130.17613 -0.088972 0.128061 -0.122250
76827 6.0009373 130.16257 0.200427 0.235895 0.228959
76831 2.0001041 130.15580 0.008354 0.115118 -0.084390
76837 2.0001041 130.14563 0.029193 0.069866 0.020022
76849 10.952417 130.12531 -0.066780 0.116544 -0.067923
76863 6.0009369 130.10161 -0.030896 0.096562 0.070695
76867 20.244807 130.09484 -0.060223 0.062141 -0.056381
76873 2.0001041 130.08469 -0.050937 0.036178 -0.028154
76899 6.0009364 130.04070 0.044555 0.090922 -0.051764
76909 9.3367325 130.02379 0.023426 0.053282 -0.034327
76917 6.0009362 130.01027 -0.219584 0.172640 -0.156808
76921 12.898363 130.00351 0.089140 0.132407 0.129304
76927 4.4201393 129.99337 -0.172450 0.086611 -0.068278
76951 9.3367307 129.95283 -0.091939 0.082834 -0.076317
76963 2.0001040 129.93256 -0.092752 0.120466 -0.115008
76969 5.0716745 129.92244 -0.108838 0.142136 -0.134185
76971 6.0009356 129.91906 0.024199 0.025631 0.011834
76999 5.7816823 129.87182 -0.002174 0.089851 -0.073788
77007 72.434568 129.85832 0.175437 0.108320 0.097131
77017 2.0001039 129.84146 -0.120806 0.143146 -0.122617
77023 2.0001039 129.83135 -0.014809 0.122170 -0.093265
77029 2.0001039 129.82124 -0.030450 0.072581 0.059083
77041 2.0001038 129.80102 -0.010472 0.050749 0.030912
77043 12.965291 129.79765 -0.014319 0.109124 0.086187
77047 2.0001038 129.79091 -0.346461 0.298616 -0.293248
77071 4.4934773 129.75049 0.018712 0.055603 0.042023
77079 6.0009343 129.73702 -0.092809 0.046526 -0.002170
77083 5.0716671 129.73029 -0.136642 0.099104 -0.093827
77089 4.1574782 129.72019 -0.119191 0.126396 -0.100332
77097 13.844579 129.70673 -0.109039 0.130956 -0.126606
77101 2.0001038 129.70000 0.071855 0.064348 0.050773
77133 28.030526 129.64620 0.108134 0.081959 0.072990
77137 2.0001037 129.63947 -0.065517 0.117492 -0.093907
77151 6.0009334 129.61595 0.128853 0.125424 0.063040
77161 20.286174 129.59915 0.112388 0.137689 0.134821
77167 2.0001037 129.58907 -0.339042 0.339019 -0.337077
77173 4.1200133 129.57900 -0.211813 0.143517 -0.134976
77191 2.0001036 129.54878 -0.128631 0.164953 -0.155828
77223 6.0009325 129.49510 -0.088568 0.111898 -0.107348
77239 2.0001036 129.46827 0.285117 0.271938 0.255779
77241 6.0009323 129.46492 -0.079975 0.120176 -0.110083
77251 4.2687775 129.44816 -0.078597 0.046841 -0.021347
77259 82.048586 129.43476 -0.093684 0.077051 -0.066575
77263 2.0001035 129.42806 -0.174164 0.117767 -0.081899
77269 2.0001035 129.41801 0.065457 0.060674 0.047739
77277 6.0009319 129.40461 0.084448 0.058914 0.040379
77281 4.1759406 129.39791 0.061963 0.051536 0.008362
77287 20.428057 129.38787 0.019881 0.026396 -0.009591
77293 4.4934525 129.37782 0.179928 0.158488 0.153245
77311 14.826513 129.34770 0.137968 0.113633 0.080937
77313 6.0009314 129.34435 -0.027451 0.121419 -0.098067
77317 2.0001035 129.33766 0.167254 0.121600 0.089272
77323 2.0001035 129.32763 0.182505 0.114185 -0.007291
77329 9.3367141 129.31759 -0.011430 0.033986 0.016178
77347 2.0001034 129.28750 0.011712 0.023924 -0.002004
77353 4.1839006 129.27747 -0.089711 0.097217 -0.087651
77359 2.0001034 129.26744 0.097570 0.128351 0.122409
77377 2.0001034 129.23737 0.020349 0.061496 -0.021702
77383 2.0001034 129.22735 0.428409 0.425207 0.421852
77389 5.7816627 129.21733 -0.082207 0.059129 -0.053234
77403 6.0009303 129.19396 -0.042078 0.207772 -0.141560
77413 9.3367104 129.17727 -0.128514 0.077992 -0.045656
77419 2.0001033 129.16726 0.076824 0.056065 0.007167
77431 2.0001033 129.14724 0.054575 0.052483 -0.021721
77437 4.1222236 129.13723 -0.123612 0.154355 -0.139172
77443 4.4200733 129.12723 0.034989 0.054963 0.034252
77457 6.0009297 129.10389 0.053251 0.052040 0.025688
77479 2.0001033 129.06723 -0.303175 0.260125 -0.253598
77491 2.0001032 129.04724 -0.005627 0.058304 -0.051988
77493 17.368297 129.04391 -0.202441 0.174177 -0.171680
77497 9.3367067 129.03725 -0.010734 0.048196 0.035617
77509 2.0001032 129.01728 0.377579 0.255740 0.231496
77511 28.030377 129.01395 -0.019202 0.072165 -0.060594
77521 2.0001032 128.99730 0.017846 0.068757 0.044394
77527 2.0001032 128.98732 -0.009439 0.059810 0.052709
77529 13.319418 128.98399 0.066661 0.044613 0.030259
77547 6.0009286 128.95405 0.004521 0.121277 0.097041
77551 2.0001032 128.94740 -0.027178 0.153428 0.125038
77557 2.0001032 128.93743 -0.132574 0.081963 -0.038521
77563 2.0001031 128.92745 0.046943 0.099068 0.091503
77569 2.0001031 128.91748 -0.149086 0.076193 -0.052738
77581 9.3367031 128.89754 0.018418 0.063694 -0.029520
77587 2.0001031 128.88757 -0.039773 0.071349 -0.037141
77593 4.5999437 128.87760 0.116655 0.128488 -0.074323
77599 4.2478685 128.86764 -0.033152 0.062934 -0.036154
77601 6.0009280 128.86432 -0.134957 0.073087 -0.060346
77611 2.0001031 128.84771 0.417587 0.395837 0.393692
77617 2.0001031 128.83775 -0.029299 0.044057 0.025536
77619 6.0009278 128.83443 -0.048900 0.110919 0.073309
77623 27.089997 128.82780 -0.062546 0.043409 -0.037922
77637 28.030328 128.80456 -0.036166 0.109560 -0.094522
77641 2.0001030 128.79793 0.006791 0.096315 0.041988
77647 2.0001030 128.78798 -0.046377 0.120812 -0.099023
77653 11.532981 128.77803 0.204417 0.117612 0.104234
77659 2.0001030 128.76808 0.060378 0.107088 0.087981
77689 2.0001030 128.71835 -0.019192 0.077937 -0.004158
77701 13.118244 128.69847 0.165585 0.131525 0.006034
77709 6.0009267 128.68522 0.086484 0.089729 0.017342
77713 2.0001029 128.67860 -0.022171 0.059566 0.006180
77719 2.0001029 128.66867 -0.252637 0.125702 -0.093338
77727 17.368192 128.65542 0.249974 0.266260 0.265342
77731 2.0001029 128.64880 -0.067227 0.098175 -0.068307
77743 2.0001029 128.62894 -0.019392 0.086959 -0.070063
77761 2.0001029 128.59917 -0.028910 0.169083 -0.132831
77767 5.0716231 128.58925 -0.122515 0.162373 -0.155312
77773 2.0001029 128.57933 -0.028999 0.048882 0.007528
77779 13.548283 128.56941 0.218593 0.275038 0.266538
77791 9.3366940 128.54958 -0.181050 0.113203 -0.108112
77797 2.0001028 128.53966 0.069186 0.054719 0.030673
77799 6.0009256 128.53636 0.195448 0.190620 0.161400
77817 6.0009254 128.50662 0.126294 0.291604 0.269394
77827 4.1202832 128.49011 -0.139631 0.098226 -0.085500
77833 9.3366922 128.48021 0.147375 0.123172 0.120751
77839 2.0001028 128.47030 -0.000627 0.026845 -0.005886
77851 4.1572083 128.45050 -0.221521 0.206500 -0.199944
77853 6.0009250 128.44720 0.185050 0.124154 0.102642
77863 2.0001027 128.43071 0.257403 0.280389 0.272386
77881 5.0716158 128.40102 0.168965 0.084850 0.061725
77889 28.030229 128.38783 -0.084981 0.068990 -0.061741
77893 2.0001027 128.38124 -0.121717 0.133195 -0.109587
77899 2.0001027 128.37135 -0.004092 0.043940 0.028023
77907 6.0009243 128.35817 -0.020715 0.058133 -0.027555
77917 9.3366885 128.34170 0.069860 0.085849 0.080563
77929 2.0001027 128.32193 0.186233 0.220100 0.213472
77943 6.0009239 128.29889 0.151818 0.129454 0.111097
77961 17.368087 128.26926 0.280847 0.296654 0.291506
77971 4.1837230 128.25281 0.136801 0.108272 0.079693
77977 2.0001026 128.24294 -0.239279 0.244711 -0.233046
77983 2.0001026 128.23308 -0.246489 0.279748 -0.277066
77997 6.0009233 128.21006 0.023192 0.039272 0.020343
78007 2.0001026 128.19362 0.077182 0.136520 0.131026
78019 4.2941314 128.17391 -0.308457 0.273761 -0.269977
78031 2.0001025 128.15420 0.235428 0.183172 0.165321
78037 4.2477785 128.14434 0.054954 0.060630 -0.034528
78043 9.3366831 128.13449 -0.035064 0.049854 -0.018658
78049 2.0001025 128.12464 -0.104524 0.058087 -0.034744
78051 6.0009226 128.12136 0.088592 0.085402 0.079420
78079 2.0001025 128.07541 -0.090660 0.087268 -0.074194
78087 6.0009222 128.06229 -0.241631 0.258631 -0.256598
78091 5.7816277 128.05573 0.037006 0.037097 0.005199
78109 5.0716013 128.02622 0.241539 0.157839 0.151329
78121 2.0001024 128.00655 -0.282520 0.284505 -0.277764
78123 6.0009218 128.00328 0.060967 0.094952 0.070341
78127 9.3366795 127.99672 0.097678 0.139356 0.137832
78139 2.0001024 127.97707 -0.089226 0.169700 -0.160966
78151 4.5998911 127.95742 -0.079449 0.115899 -0.075639
78157 2.0001024 127.94759 0.052254 0.053576 -0.022489
78159 6.0009213 127.94432 0.065731 0.070037 -0.000470
78163 2.0001024 127.93777 0.337642 0.355344 0.353330
78169 27.089105 127.92795 0.005890 0.025861 -0.002023
78181 4.4933546 127.90832 0.153054 0.193731 0.182645
78193 2.0001023 127.88869 0.126464 0.177986 0.162226
78211 9.3366759 127.85925 -0.167951 0.088333 -0.064697
78229 2.0001023 127.82983 -0.110096 0.169465 -0.150281
78241 2.0001023 127.81023 0.077025 0.137372 0.131300
78249 6.0009203 127.79716 0.022524 0.122416 0.059412
78259 2.0001022 127.78083 -0.178729 0.126207 -0.105219
78267 28.030083 127.76777 0.041967 0.038601 0.031239
78277 2.0001022 127.75145 -0.005753 0.114985 -0.091394
78283 2.0001022 127.74166 -0.021210 0.096428 -0.080140
78289 4.2304086 127.73187 0.165124 0.165124 0.159501
78301 2.0001022 127.71229 0.038195 0.036222 -0.004143
78303 13.318536 127.70903 -0.067632 0.092186 -0.074989
78307 2.0001022 127.70250 0.005054 0.046112 -0.031473
78321 6.0009194 127.67968 -0.049168 0.117249 -0.053488
78339 6.0009192 127.65034 -0.152638 0.155734 -0.134558
78343 4.1377434 127.64382 -0.250921 0.187993 -0.177467
78357 6.0009190 127.62102 0.071840 0.094978 0.044113
78367 2.0001021 127.60473 -0.289998 0.250451 -0.248741
78373 4.1285344 127.59496 -0.167924 0.120181 -0.107183
78379 9.3366688 127.58520 -0.121454 0.094966 -0.091183
78391 4.1167960 127.56566 0.105303 0.058898 -0.013061
78393 28.030035 127.56241 0.044632 0.078781 0.076298
78403 13.282172 127.54614 0.009821 0.057092 -0.009943
78427 2.0001020 127.50711 -0.093443 0.114665 -0.106760
78429 17.367879 127.50386 -0.065382 0.042503 -0.001442
78439 2.0001020 127.48760 -0.238993 0.266394 -0.263716
78447 12.794618 127.47460 -0.028141 0.094433 0.080856
78451 5.0715798 127.46810 -0.024234 0.047451 -0.027354
78457 4.2685491 127.45835 0.177147 0.258634 0.253033
78481 5.7816086 127.41938 -0.072002 0.064475 -0.059392
78483 6.0009175 127.41613 -0.291131 0.178561 -0.123671
78487 2.0001019 127.40963 0.049943 0.067666 -0.022650
78511 2.0001019 127.37069 0.132368 0.143337 0.116015
78517 2.0001019 127.36095 -0.080565 0.067641 0.018385
78519 28.029987 127.35771 -0.266269 0.242283 -0.238382
78541 2.0001019 127.32204 -0.086607 0.061525 -0.055435
78553 2.0001018 127.30259 -0.221433 0.258910 -0.255355
78559 5.7816048 127.29286 0.043717 0.119693 -0.084100
78571 2.0001018 127.27342 0.026903 0.094961 0.003114
78577 2.0001018 127.26370 -0.189030 0.110177 -0.095490
78583 2.0001018 127.25399 0.114044 0.059078 0.039102
78589 20.160718 127.24427 -0.012039 0.071244 0.063720
78607 2.0001018 127.21513 -0.022880 0.067217 -0.038012
78609 6.0009161 127.21190 -0.091630 0.060051 -0.025660
78613 4.1569436 127.20542 0.162037 0.142338 0.120997
78627 6.0009159 127.18277 0.038823 0.057729 -0.045525
78643 2.0001017 127.15690 0.062633 0.068600 0.013975
78649 2.0001017 127.14720 -0.247867 0.310856 -0.306888
78663 17.367776 127.12457 -0.074100 0.090871 -0.087746
78667 4.1927223 127.11811 -0.063398 0.145731 -0.131603
78673 9.3366563 127.10841 -0.111510 0.062913 -0.045116
78681 6.0009152 127.09549 0.009458 0.034965 -0.022084
78691 2.0001017 127.07934 -0.172417 0.209140 -0.151915
78697 2.0001017 127.06965 0.028029 0.065282 -0.014752
78699 13.530883 127.06642 -0.285739 0.211884 -0.203685
78703 4.1214930 127.05996 0.052805 0.043526 0.015086
78709 4.5998393 127.05027 -0.053538 0.057710 -0.053048
78717 15.244154 127.03736 0.009653 0.037587 0.000135
78721 2.0001016 127.03091 0.095420 0.053626 0.025798
78733 4.4199121 127.01155 -0.118469 0.145229 -0.137414
78751 4.2940062 126.98251 0.058646 0.049372 0.041038
78753 6.0009144 126.97929 -0.069704 0.138044 -0.117589
78757 9.3366527 126.97284 0.119613 0.196336 0.191077
78763 4.2303055 126.96317 -0.014346 0.060776 -0.029206
78781 2.0001016 126.93416 -0.151884 0.082541 -0.051362
78787 2.0001015 126.92449 0.116393 0.062714 0.029864
78789 6.0009140 126.92127 0.004508 0.121108 -0.105671
78799 9.3366510 126.90516 0.107343 0.087783 0.064129
78807 12.667390 126.89228 0.204106 0.134133 0.102697
78823 2.0001015 126.86652 -0.248498 0.225721 -0.214458
78847 4.4932826 126.82791 0.070218 0.113052 0.107124
78853 2.0001015 126.81826 -0.105465 0.217033 -0.195474
78861 12.703637 126.80539 -0.367774 0.271756 -0.252353
78871 5.7815896 126.78931 -0.008715 0.032272 -0.025254
78877 2.0001014 126.77967 -0.212189 0.137757 -0.127351
78879 6.0009129 126.77646 0.023221 0.071569 -0.041494
78889 2.0001014 126.76038 -0.046426 0.111076 -0.101054
78901 2.0001014 126.74111 -0.005300 0.118380 -0.071874
78907 5.0715514 126.73147 0.124366 0.086321 0.077443
78919 2.0001014 126.71220 -0.035507 0.118001 -0.101498
78937 4.1249984 126.68330 0.085766 0.161513 0.146575
78949 5.7815858 126.66405 0.027665 0.070940 0.032928
78951 6.0009121 126.66084 -0.247036 0.301291 -0.286875
78973 4.1405109 126.62556 -0.056919 0.161632 -0.153365
78979 2.0001013 126.61594 0.259763 0.280608 0.278904
79003 4.1235989 126.57747 0.191518 0.103694 0.087177
79009 9.3366421 126.56786 -0.285626 0.196012 -0.178963
79021 5.0715443 126.54864 0.207368 0.159646 0.149784
79027 5.7815821 126.53903 -0.046695 0.056049 -0.021490
79039 2.0001012 126.51982 0.194809 0.215880 0.213919
79041 6.0009111 126.51662 -0.181636 0.186081 -0.180272
79063 2.0001012 126.48141 -0.116275 0.097356 0.030692
79069 4.4932589 126.47182 -0.013656 0.052990 -0.034370
79077 13.317671 126.45902 -0.139921 0.074581 -0.059285
79081 4.5998051 126.45262 -0.051380 0.164881 -0.145080
79087 2.0001012 126.44303 0.200967 0.096949 0.060037
79093 9.3366386 126.43344 -0.045765 0.068528 -0.065688
79111 2.0001011 126.40467 -0.106055 0.062299 -0.031831
79113 6.0009102 126.40148 -0.055804 0.083330 -0.080963
79117 4.2939445 126.39509 0.074742 0.122678 0.089605
79131 17.367572 126.37272 0.012436 0.039563 -0.003617
79147 2.0001011 126.34718 -0.137867 0.077060 0.016691
79149 28.029748 126.34398 0.136147 0.086947 0.070532
79153 2.0001011 126.33760 -0.004796 0.044396 -0.020342
79159 2.0001011 126.32802 0.247398 0.175469 0.172309
79177 9.3366351 126.29930 -0.001982 0.051042 -0.033744
79183 5.7815746 126.28973 0.164171 0.099110 -0.016793
79201 2.0001010 126.26103 -0.030115 0.074732 -0.043345
79207 4.1833762 126.25147 -0.271344 0.188253 -0.175287
79219 9.3366334 126.23234 0.011936 0.072308 0.063336
79221 6.0009090 126.22916 0.116076 0.150948 0.134180
79231 2.0001010 126.21322 -0.060392 0.044458 -0.023750
79239 12.961845 126.20048 -0.133949 0.115695 -0.105327
79243 4.1753540 126.19411 -0.035801 0.106586 -0.086979
79249 11.653194 126.18456 -0.055435 0.133972 -0.109282
79267 4.5997882 126.15590 -0.364128 0.266695 -0.257321
79273 2.0001009 126.14636 0.101989 0.035775 0.019865
79279 2.0001009 126.13681 0.156176 0.131008 0.114427
79291 4.4932353 126.11772 -0.010086 0.140985 0.113423
79293 6.0009082 126.11454 0.063903 0.068496 -0.026910
79303 9.3366299 126.09863 -0.079554 0.078443 -0.073282
79309 2.0001009 126.08909 0.154609 0.143461 0.139566
79311 6.0009080 126.08591 0.195046 0.194437 0.191054
79329 13.842691 126.05731 -0.084483 0.152199 0.123200
79333 2.0001008 126.05095 -0.119786 0.137636 -0.112273
79347 6.0009075 126.02871 -0.013971 0.069121 -0.025837
79351 4.2475143 126.02236 0.047881 0.123294 -0.037397
79357 2.0001008 126.01283 -0.025037 0.231019 -0.199504
79363 5.0715233 126.00330 0.219606 0.113636 0.092282
79369 4.1475733 125.99378 0.088263 0.067712 -0.014062
79381 4.1345886 125.97473 0.113016 0.107915 0.101775
79393 2.0001008 125.95569 -0.086619 0.069323 -0.054495
79399 2.0001008 125.94617 -0.029329 0.086069 -0.071757
79401 72.388376 125.94300 -0.022861 0.030877 -0.017897
79411 2.0001007 125.92714 0.125103 0.097189 0.062460
79423 2.0001007 125.90811 -0.002032 0.054753 0.016238
79437 6.0009065 125.88592 -0.027551 0.037344 0.006530
79459 4.1280083 125.85107 -0.218693 0.145900 -0.139033
79471 9.3366229 125.83206 -0.125230 0.085906 -0.082022
79483 4.2938833 125.81307 0.126894 0.077432 0.037924
79491 6.0009059 125.80041 -0.184349 0.147751 -0.145021
79513 21.205587 125.76560 0.036898 0.028360 0.019007
79531 2.0001006 125.73713 -0.046894 0.072713 -0.062203
