u x r1 r2
16.7611 1.9021e+7 -7.74536e+1 -5.14034e+0
16.7692 1.9176e+7 -6.27661e+1 -5.73846e+0
16.7773 1.9332e+7 -5.01869e+1 -6.01684e+0
16.7854 1.9489e+7 -4.35346e+1 -6.09792e+0
16.7935 1.9648e+7 -4.27725e+1 -6.28778e+0
16.8016 1.9808e+7 -3.99625e+1 -6.41725e+0
16.8097 1.9969e+7 -3.78444e+1 -6.36909e+0
16.8178 2.0131e+7 -5.60009e+1 -6.46199e+0
16.8259 2.0295e+7 -5.22373e+1 -6.77716e+0
16.8340 2.0460e+7 -7.38530e+1 -7.13637e+0
16.8421 2.0626e+7 -7.21817e+1 -7.63475e+0
16.8502 2.0794e+7 -1.10714e+2 -8.44719e+0
16.8583 2.0963e+7 -1.19068e+2 -9.57514e+0
16.8664 2.1134e+7 -1.29463e+2 -1.09488e+1
16.8745 2.1306e+7 -1.49021e+2 -1.25242e+1
16.8826 2.1479e+7 -1.38309e+2 -1.41914e+1
16.8907 2.1654e+7 -1.06488e+2 -1.55023e+1
16.8988 2.1830e+7 -8.84954e+1 -1.64817e+1
16.9069 2.2008e+7 -8.86284e+1 -1.73104e+1
16.9150 2.2187e+7 -7.87268e+1 -1.79602e+1
16.9231 2.2367e+7 -6.05592e+1 -1.82974e+1
16.9312 2.2549e+7 -7.48985e+1 -1.86731e+1
16.9393 2.2732e+7 -5.99315e+1 -1.89279e+1
16.9474 2.2917e+7 -2.63976e+1 -1.89177e+1
16.9555 2.3104e+7 -4.58379e+1 -1.87356e+1
16.9636 2.3292e+7 -4.31667e+1 -1.89615e+1
16.9717 2.3481e+7 -2.75279e+1 -1.88744e+1
16.9798 2.3672e+7 -2.61550e+1 -1.85274e+1
16.9879 2.3865e+7 -2.88124e+1 -1.83212e+1
16.9960 2.4059e+7 -3.43397e+0 -1.77147e+1
17.0041 2.4255e+7 -1.48418e+1 -1.72128e+1
17.0122 2.4452e+7 -4.39545e+1 -1.70162e+1
17.0203 2.4651e+7 -2.19550e+1 -1.68996e+1
17.0284 2.4851e+7 -4.23446e+1 -1.68322e+1
17.0365 2.5053e+7 -3.40273e+1 -1.67501e+1
17.0446 2.5257e+7 2.47384e+0 -1.66235e+1
17.0527 2.5463e+7 1.69299e+1 -1.57963e+1
17.0608 2.5670e+7 2.36813e+1 -1.49358e+1
17.0689 2.5879e+7 3.78677e+1 -1.39616e+1
17.0770 2.6089e+7 5.51536e+1 -1.25567e+1
17.0851 2.6301e+7 6.53352e+1 -1.11431e+1
17.0932 2.6515e+7 6.44191e+1 -9.59463e+0
17.1013 2.6731e+7 4.94634e+1 -8.20719e+0
17.1094 2.6948e+7 5.34352e+1 -6.87375e+0
17.1175 2.7168e+7 5.63865e+1 -5.53212e+0
17.1256 2.7389e+7 3.38512e+1 -4.37136e+0
17.1337 2.7611e+7 4.47395e+1 -3.58549e+0
17.1418 2.7836e+7 5.81616e+1 -2.31819e+0
17.1499 2.8062e+7 6.05582e+1 -1.23623e+0
17.1580 2.8291e+7 7.77672e+1 -6.30182e-2
17.1661 2.8521e+7 6.20222e+1 1.27282e+0
17.1742 2.8753e+7 3.02758e+1 2.21420e+0
17.1823 2.8987e+7 5.31855e+1 2.94323e+0
17.1905 2.9223e+7 4.75235e+1 3.93162e+0
17.1986 2.9460e+7 5.95621e+1 4.85148e+0
17.2067 2.9700e+7 7.10149e+1 6.02118e+0
17.2148 2.9942e+7 7.78789e+1 6.98786e+0
17.2229 3.0185e+7 3.77266e+1 7.91570e+0
17.2310 3.0431e+7 3.58208e+1 8.38061e+0
17.2391 3.0678e+7 6.78453e+1 9.05395e+0
17.2472 3.0928e+7 8.66473e+1 1.01675e+1
17.2553 3.1179e+7 5.05068e+1 1.09292e+1
17.2634 3.1433e+7 3.90826e+1 1.12093e+1
17.2715 3.1689e+7 4.72604e+1 1.16521e+1
17.2796 3.1946e+7 4.98799e+1 1.19852e+1
17.2877 3.2206e+7 4.68122e+1 1.22517e+1
17.2958 3.2468e+7 1.95103e+1 1.21043e+1
17.3039 3.2732e+7 5.05197e+0 1.19552e+1
17.3120 3.2999e+7 1.66096e+1 1.14558e+1
17.3201 3.3267e+7 -8.12422e+0 1.07958e+1
17.3282 3.3538e+7 2.90228e+1 1.03239e+1
17.3363 3.3810e+7 6.11607e+1 1.03955e+1
17.3444 3.4086e+7 2.24271e+1 1.02602e+1
17.3525 3.4363e+7 3.88778e+1 9.81405e+0
17.3606 3.4642e+7 1.33474e+1 9.38848e+0
17.3687 3.4924e+7 2.43644e+1 8.78303e+0
17.3768 3.5208e+7 5.83343e+1 8.59401e+0
17.3849 3.5495e+7 4.84282e+1 8.42015e+0
17.3930 3.5783e+7 1.68535e+1 7.76699e+0
17.4011 3.6074e+7 1.73001e+1 6.74058e+0
17.4092 3.6368e+7 3.32843e+1 5.86327e+0
17.4173 3.6664e+7 -4.65211e+0 4.62071e+0
17.4254 3.6962e+7 1.39185e+1 3.51757e+0
17.4335 3.7263e+7 -3.19499e+1 2.20857e+0
17.4416 3.7566e+7 -4.75006e+1 4.99158e-2
17.4497 3.7871e+7 -2.93987e+1 -2.05840e+0
17.4578 3.8179e+7 -5.99189e+1 -4.44987e+0
17.4659 3.8490e+7 -6.57742e+1 -7.12082e+0
17.4740 3.8803e+7 -4.12352e+1 -9.79228e+0
17.4821 3.9119e+7 -3.99632e+1 -1.22275e+1
17.4902 3.9437e+7 -5.24319e+1 -1.48972e+1
17.4983 3.9758e+7 -1.01044e+2 -1.81695e+1
